company_id,metric_type,period_years,value_pct
73,stock_price_cagr,5,6.9
73,stock_price_cagr,3,5.2
73,roe,10,5.9
73,roe,5,7.1
73,roe,3,5.4
74,compounded_sales_growth,10,23.9
74,compounded_sales_growth,5,25.1
74,compounded_sales_growth,3,23.4
74,compounded_profit_growth,10,13.3
74,compounded_profit_growth,5,14.5
74,compounded_profit_growth,3,12.8
74,stock_price_cagr,10,7.9
74,stock_price_cagr,5,9.1
74,stock_price_cagr,3,7.4
74,roe,10,17.0
74,roe,5,18.2
74,roe,3,16.5
75,compounded_sales_growth,10,22.7
75,compounded_sales_growth,5,23.9
75,compounded_sales_growth,3,22.2
75,compounded_profit_growth,10,10.0
75,compounded_profit_growth,5,11.2
75,compounded_profit_growth,3,9.5
75,stock_price_cagr,10,19.3
75,stock_price_cagr,5,20.5
75,stock_price_cagr,3,18.8
75,roe,10,7.0
75,roe,5,8.2
75,roe,3,6.5
76,compounded_sales_growth,10,6.2
76,compounded_sales_growth,5,7.4
76,compounded_sales_growth,3,5.7
76,compounded_profit_growth,10,17.2
76,compounded_profit_growth,5,18.4
76,compounded_profit_growth,3,16.7
76,stock_price_cagr,10,17.4
76,stock_price_cagr,5,18.6
76,stock_price_cagr,3,16.9
76,roe,10,19.7
76,roe,5,20.9
76,roe,3,19.2
77,compounded_sales_growth,10,21.7
77,compounded_sales_growth,5,22.9
77,compounded_sales_growth,3,21.2
77,compounded_profit_growth,10,27.4
77,compounded_profit_growth,5,28.6
77,compounded_profit_growth,3,26.9
77,stock_price_cagr,10,16.9
77,stock_price_cagr,5,18.1
77,stock_price_cagr,3,16.4
77,roe,10,12.4
77,roe,5,13.6
77,roe,3,11.9
78,compounded_sales_growth,10,23.3
78,compounded_sales_growth,5,24.5
78,compounded_sales_growth,3,22.8
78,compounded_profit_growth,10,11.2
78,compounded_profit_growth,5,12.4
78,compounded_profit_growth,3,10.7
78,stock_price_cagr,10,15.1
78,stock_price_cagr,5,16.3
78,stock_price_cagr,3,14.6
78,roe,10,6.8
78,roe,5,8.0
78,roe,3,6.3
79,compounded_sales_growth,10,5.6
79,compounded_sales_growth,5,6.8
79,compounded_sales_growth,3,5.1
79,compounded_profit_growth,10,27.1
79,compounded_profit_growth,5,28.3
79,compounded_profit_growth,3,26.6
79,stock_price_cagr,10,24.2
79,stock_price_cagr,5,25.4
79,stock_price_cagr,3,23.7
79,roe,10,21.0
79,roe,5,22.2
79,roe,3,20.5
80,compounded_sales_growth,10,14.4
80,compounded_sales_growth,5,15.6
80,compounded_sales_growth,3,13.9
80,compounded_profit_growth,10,9.0
80,compounded_profit_growth,5,10.2
80,compounded_profit_growth,3,8.5
80,stock_price_cagr,10,8.6
80,stock_price_cagr,5,9.8
80,stock_price_cagr,3,8.1
80,roe,10,10.8
80,roe,5,12.0
80,roe,3,10.3
81,compounded_sales_growth,10,17.6
81,compounded_sales_growth,5,18.8
81,compounded_sales_growth,3,17.1
81,compounded_profit_growth,10,21.4
81,compounded_profit_growth,5,22.6
81,compounded_profit_growth,3,20.9
81,stock_price_cagr,10,20.2
81,stock_price_cagr,5,21.4
81,stock_price_cagr,3,19.7
81,roe,10,11.4
81,roe,5,12.6
81,roe,3,10.9
82,compounded_sales_growth,10,27.0
82,compounded_sales_growth,5,28.2
82,compounded_sales_growth,3,26.5
82,compounded_profit_growth,10,22.0
82,compounded_profit_growth,5,23.2
82,compounded_profit_growth,3,21.5
82,stock_price_cagr,10,17.8
82,stock_price_cagr,5,19.0
82,stock_price_cagr,3,17.3
82,roe,10,19.1
82,roe,5,20.3
82,roe,3,18.6
83,compounded_sales_growth,10,14.7
83,compounded_sales_growth,5,15.9
83,compounded_sales_growth,3,14.2
83,compounded_profit_growth,10,10.7
83,compounded_profit_growth,5,11.9
83,compounded_profit_growth,3,10.2
83,stock_price_cagr,10,13.2
83,stock_price_cagr,5,14.4
83,stock_price_cagr,3,12.7
83,roe,10,22.4
83,roe,5,23.6
83,roe,3,21.9
84,compounded_sales_growth,10,5.3
84,compounded_sales_growth,5,6.5
84,compounded_sales_growth,3,4.8
84,compounded_profit_growth,10,7.7
84,compounded_profit_growth,5,8.9
84,compounded_profit_growth,3,7.2
84,stock_price_cagr,10,6.1
84,stock_price_cagr,5,7.3
84,stock_price_cagr,3,5.6
84,roe,10,5.9
84,roe,5,7.1
84,roe,3,5.4
85,compounded_sales_growth,10,24.7
85,compounded_sales_growth,5,25.9
85,compounded_sales_growth,3,24.2
85,compounded_profit_growth,10,21.2
85,compounded_profit_growth,5,22.4
85,compounded_profit_growth,3,20.7
85,stock_price_cagr,10,15.9
85,stock_price_cagr,5,17.1
85,stock_price_cagr,3,15.4
85,roe,10,7.3
85,roe,5,8.5
85,roe,3,6.8
86,compounded_sales_growth,10,16.3
86,compounded_sales_growth,5,17.5
86,compounded_sales_growth,3,15.8
86,compounded_profit_growth,10,15.9
86,compounded_profit_growth,5,17.1
86,compounded_profit_growth,3,15.4
86,stock_price_cagr,10,9.0
86,stock_price_cagr,5,10.2
86,stock_price_cagr,3,8.5
86,roe,10,15.0
86,roe,5,16.2
86,roe,3,14.5
87,compounded_sales_growth,10,14.2
87,compounded_sales_growth,5,15.4
87,compounded_sales_growth,3,13.7
87,compounded_profit_growth,10,19.2
87,compounded_profit_growth,5,20.4
87,compounded_profit_growth,3,18.7
87,stock_price_cagr,10,19.6
87,stock_price_cagr,5,20.8
87,stock_price_cagr,3,19.1
87,roe,10,6.0
87,roe,5,7.2
87,roe,3,5.5
88,compounded_sales_growth,10,13.6
88,compounded_sales_growth,5,14.8
88,compounded_sales_growth,3,13.1
88,compounded_profit_growth,10,19.4
88,compounded_profit_growth,5,20.6
88,compounded_profit_growth,3,18.9
88,stock_price_cagr,10,16.6
88,stock_price_cagr,5,17.8
88,stock_price_cagr,3,16.1
88,roe,10,24.7
88,roe,5,25.9
88,roe,3,24.2
89,compounded_sales_growth,10,20.1
89,compounded_sales_growth,5,21.3
89,compounded_sales_growth,3,19.6
89,compounded_profit_growth,10,8.7
89,compounded_profit_growth,5,9.9
89,compounded_profit_growth,3,8.2
89,stock_price_cagr,10,6.6
89,stock_price_cagr,5,7.8
89,stock_price_cagr,3,6.1
89,roe,10,19.8
89,roe,5,21.0
89,roe,3,19.3
90,compounded_sales_growth,10,5.6
90,compounded_sales_growth,5,6.8
90,compounded_sales_growth,3,5.1
90,compounded_profit_growth,10,18.5
90,compounded_profit_growth,5,19.7
90,compounded_profit_growth,3,18.0
90,stock_price_cagr,10,26.6
90,stock_price_cagr,5,27.8
90,stock_price_cagr,3,26.1
90,roe,10,18.2
90,roe,5,19.4
90,roe,3,17.7
91,compounded_sales_growth,10,13.9
91,compounded_sales_growth,5,15.1
91,compounded_sales_growth,3,13.4
91,compounded_profit_growth,10,19.8
91,compounded_profit_growth,5,21.0
91,compounded_profit_growth,3,19.3
91,stock_price_cagr,10,15.5
91,stock_price_cagr,5,16.7
91,stock_price_cagr,3,15.0
91,roe,10,17.5
91,roe,5,18.7
91,roe,3,17.0
92,compounded_sales_growth,10,26.7
92,compounded_sales_growth,5,27.9
92,compounded_sales_growth,3,26.2
92,compounded_profit_growth,10,13.9
92,compounded_profit_growth,5,15.1
92,compounded_profit_growth,3,13.4
92,stock_price_cagr,10,27.1
92,stock_price_cagr,5,28.3
92,stock_price_cagr,3,26.6
92,roe,10,25.8
92,roe,5,27.0
92,roe,3,25.3
